995	17	0.465370
717	13	0.037350
4919	10	0.329891
1749	12	0.996301
4874	4	1.262267
46	14	0.393853
744	17	1.311605
3671	0	1.198532
2248	11	0.828343
509	0	0.523509
4294	9	0.414209
3706	7	0.642233
1600	1	0.370584
3515	2	1.038291
2428	9	0.913306
3881	4	0.505939
2056	10	1.499786
3570	19	0.801257
4160	6	1.194814
1149	19	0.868294
476	14	0.564452
4045	4	1.110669
4113	1	1.399454
1382	11	0.248918
2420	13	1.149356
595	14	0.799825
4386	16	0.433719
978	11	0.799158
1521	7	1.109234
4890	12	0.259005
4701	2	0.903994
778	7	0.103593
2740	3	0.546035
902	12	1.396222
3419	15	0.733729
4554	19	0.219648
82	18	0.350605
246	17	0.491453
1522	9	0.386699
4241	3	0.464097
2141	13	0.136477
3582	12	1.260674
4925	18	0.293323
1083	6	0.885185
2013	4	0.149228
4736	12	0.708034
812	7	0.870065
1976	5	0.448129
2795	5	1.476719
4161	7	0.625627
3284	0	1.241900
4008	4	0.404759
923	4	0.511390
1191	7	1.087048
1721	3	0.247219
4174	5	0.094602
2640	7	1.360820
797	11	0.804768
3376	14	0.945181
112	12	1.203116
1750	6	0.959655
1449	16	0.367610
4255	14	0.793195
448	18	1.179517
1944	10	0.122449
1246	10	0.466409
3007	5	0.106150
1644	12	0.600372
1160	12	1.213466
765	2	0.548343
4467	5	1.187136
267	10	0.584089
684	13	0.666381
1616	3	0.140085
3616	12	0.145188
1397	8	0.694932
2057	12	0.944005
68	4	0.647964
2350	7	1.041170
1252	7	1.136130
4844	2	1.306726
4498	7	0.615330
2829	19	0.309701
2383	19	1.220525
2759	11	0.722614
2791	11	1.222231
143	9	0.164905
2072	2	0.845870
4700	0	0.685434
1376	1	1.087792
4741	12	1.180455
3258	18	1.337176
170	12	0.515079
2740	4	1.189525
4119	16	0.149537
2295	0	0.724244
2613	15	1.332187
3952	18	0.515426
3609	5	0.948133
349	0	0.165699
2947	16	0.740501
896	3	0.954249
3725	17	0.427520
3055	1	0.534355
2779	13	1.443843
1208	9	0.314710
1165	19	0.087343
661	13	0.439437
2866	14	1.009939
3667	11	0.016452
1570	13	0.099824
2520	12	0.743609
4356	11	1.495579
867	3	0.697850
3717	16	0.493209
4403	6	0.738022
2900	5	1.159298
2091	14	0.455438
3921	0	0.260945
1117	8	1.234430
2723	5	0.619592
1727	6	0.811750
2682	8	0.603977
4328	9	0.550596
963	16	1.341026
2570	4	0.677494
2431	9	1.269074
1595	18	0.572705
3277	5	1.486298
173	18	1.158768
4719	3	1.235719
1401	3	0.123084
2405	8	0.603597
3299	6	0.750063
4435	16	1.409659
4259	11	1.281569
268	3	0.621101
551	15	1.440869
4818	8	0.573916
4843	8	1.022581
1959	5	0.490295
2364	15	0.502812
3587	3	1.125404
2641	0	0.441822
331	9	1.461022
890	0	1.035995
4211	8	1.342240
84	9	0.302050
2621	5	0.303320
2803	6	0.279734
386	4	0.058281
2386	16	1.158553
4772	14	1.281478
4000	0	1.066646
3786	6	0.258884
4537	16	1.462827
1978	5	1.333764
2656	12	0.348543
1018	6	1.455937
3379	8	0.716307
4209	8	1.468497
2387	5	1.465327
195	11	0.640321
2281	7	0.337578
3043	9	0.828806
2622	5	1.189959
1093	2	0.856056
4585	5	0.878888
268	11	0.383503
4776	5	0.084921
4619	18	1.400086
1349	5	1.099144
4287	16	1.075053
652	9	0.759360
4638	16	1.171292
2726	12	0.500912
3146	19	0.074346
59	6	1.431310
4517	17	0.451344
2228	4	0.670592
1328	19	0.063732
3269	8	1.369859
3599	0	0.192424
4240	10	0.123134
1628	8	1.203718
3066	6	1.242653
661	11	0.298522
2971	3	0.575772
2676	1	1.248372
2123	3	0.084636
320	4	0.457597
2322	16	0.162116
1613	3	1.320554
3102	15	0.209674
274	13	0.778556
4966	1	1.479543
637	1	0.646245
4042	18	1.013474
3885	9	1.087875
3598	18	0.862691
906	7	0.904919
544	4	0.969710
4934	8	0.821944
4438	1	0.619684
3433	14	1.080348
3856	17	0.712464
1197	1	0.196593
1791	11	0.287790
3652	18	0.169694
1603	12	0.629892
3051	16	0.204790
1504	14	1.044236
1454	12	0.220642
1732	7	0.077174
1277	9	0.871949
4791	12	0.254887
4419	4	0.582799
2776	3	1.187202
2006	14	0.300688
2184	16	1.271980
4524	11	1.143170
3119	4	0.444042
1511	12	1.078862
3535	6	0.240425
1	11	1.350272
2855	10	1.434223
3847	3	0.552673
3782	19	0.994881
4424	14	0.736590
1113	7	0.191138
3446	10	0.746650
4721	16	0.063384
3059	16	0.123055
2201	1	0.063340
2502	12	0.641071
4994	11	0.073638
1371	0	0.933449
1808	2	0.165701
4709	4	1.108304
270	4	0.620362
569	8	0.971017
339	17	0.526842
4925	17	0.985519
2821	9	0.758302
158	5	0.018402
799	9	0.652285
701	10	0.923827
4846	2	1.007296
3495	16	0.416323
1481	15	1.209195
864	16	0.287246
3198	1	0.784235
257	10	0.481995
4656	0	1.447126
3360	10	1.057505
3241	1	0.573011
2448	19	0.544286
3940	8	0.761763
1957	18	0.805530
2426	9	0.832936
125	1	0.256488
1	2	0.629075
661	15	0.369738
4600	17	1.451417
1648	4	0.653886
1910	4	1.238220
437	16	1.481855
2667	18	1.405832
3799	13	0.429958
269	1	0.498830
4519	16	0.152369
3134	17	0.129836
2238	15	0.249568
4563	19	0.984010
4906	15	0.487819
531	17	0.177731
2278	3	0.996533
139	0	1.048623
3393	1	0.980964
3464	10	0.511366
3775	6	0.460533
3452	8	0.810354
3790	0	0.584232
116	1	0.320183
4453	5	1.403069
458	9	1.237841
3082	13	1.039616
2110	12	1.480991
4722	14	0.000524
1711	2	0.677093
3696	11	1.459319
1945	3	1.055126
719	5	0.695087
34	18	0.292138
1037	3	0.896854
4462	7	1.017857
326	17	0.502795
1088	8	1.409064
4589	17	0.644609
2994	3	0.091578
4545	2	1.284839
4492	6	0.444750
1141	14	0.770766
4817	1	0.578499
4162	4	1.212737
2553	4	0.990841
2470	12	0.174712
2435	13	0.179384
191	8	1.349890
2337	16	0.642241
327	14	0.896101
702	10	0.480114
1376	14	1.332325
4493	12	0.293762
2324	15	1.291692
383	18	0.567249
632	7	1.283280
218	18	0.664775
2605	11	0.040063
1296	5	1.436843
1043	0	0.857986
2239	19	0.948830
4900	11	0.185563
991	16	0.948902
4544	16	0.835039
321	0	0.676996
780	15	0.285492
968	2	0.083607
1940	5	0.662333
3038	19	1.250553
1405	1	0.957857
3496	2	0.531086
3987	17	1.099777
121	10	0.712059
2100	14	0.241912
4229	17	1.257987
2747	17	0.244460
3054	9	0.626911
1815	2	1.143443
2374	7	0.011604
1155	14	0.275995
1489	0	1.381750
2902	1	0.045758
3690	14	0.184353
4622	8	1.480975
436	11	0.314004
908	5	0.328799
4566	2	0.661306
3619	19	0.040129
3499	15	0.143819
4380	2	0.604599
981	17	0.906608
2551	8	0.073836
4166	14	1.116289
4439	9	0.857233
2798	5	0.069966
3385	11	0.426334
2692	6	0.479527
3998	16	0.201909
425	10	0.103128
4543	12	1.362267
1412	16	1.241864
3737	19	0.910422
116	3	0.360041
4890	6	1.376457
4006	16	0.678433
330	13	0.594967
3460	17	0.995036
3086	6	0.508601
197	6	0.287830
4738	10	0.720333
2402	2	0.008563
1015	19	1.349945
1430	2	1.382830
2223	8	0.195598
1313	10	1.457521
4533	7	0.273553
449	0	1.488318
550	11	0.184494
2812	5	0.424235
1472	11	0.259235
3648	11	0.174961
4791	4	0.641675
2484	6	0.842027
2277	17	1.199573
2884	4	1.026595
206	15	0.543465
1251	15	1.334880
3168	10	1.402706
4765	8	0.225804
622	19	0.423577
148	5	0.553347
4608	18	0.183649
2041	16	0.935721
4425	14	1.326613
3961	7	0.226073
3934	10	0.925713
2727	18	1.068077
4896	2	0.578053
396	3	0.806333
4817	14	1.195690
3679	12	0.258938
1957	17	0.896075
4815	11	0.615993
2439	7	1.205473
2558	5	0.130209
4419	12	1.073000
2007	15	0.272554
2930	16	0.199985
2397	3	0.976201
2123	9	0.977947
4404	16	0.048665
2224	3	0.631737
4351	8	1.323064
3736	10	1.481134
2277	1	1.253176
1700	18	0.131568
1736	18	0.566639
1848	2	0.674999
183	14	0.855715
4584	18	0.209116
2984	5	0.555278
1484	19	1.446023
4281	8	0.150244
877	14	0.772781
2545	2	1.088730
165	18	0.572485
3249	12	0.797700
3658	8	1.392881
4878	5	0.567207
207	4	0.530014
4406	7	0.099711
878	18	1.207942
3974	14	1.297177
2608	5	1.438224
1971	1	1.248885
1820	5	0.503243
4218	12	0.087584
4397	13	0.915386
2985	19	1.295243
4660	4	0.347558
1225	12	1.111935
1363	6	0.079825
442	8	0.513357
4875	19	0.908424
402	2	1.323721
1593	16	1.092252
3118	2	1.137355
1786	19	1.048429
2566	3	1.290712
1164	18	0.565332
1212	5	0.305006
1931	0	0.047230
2109	9	1.226806
1673	13	0.211219
717	14	0.639677
1142	9	0.970046
4012	14	0.128962
2270	5	0.508099
4188	19	1.463229
3390	3	0.871824
1200	17	1.241177
793	19	1.077536
3472	1	1.487849
1875	3	1.335943
276	1	1.129553
2889	10	0.077141
4263	9	1.224045
1987	9	1.453428
3192	18	0.217627
1305	4	0.854317
4191	13	0.104064
1001	10	0.199658
228	18	0.019708
2391	17	0.285115
4537	13	0.579285
1949	10	1.440421
3764	7	0.891248
1040	14	1.180293
320	2	1.036288
2941	1	1.421623
55	16	0.027165
1507	12	1.306869
4952	3	0.870643
1620	18	0.525253
3336	11	0.764311
1048	0	0.149032
2526	1	0.335933
1184	0	0.450178
3861	12	1.262456
565	18	1.211000
386	17	0.517773
2995	1	0.843143
1483	15	0.731304
1784	11	0.239096
2918	14	0.395154
595	15	0.306192
2459	6	1.346429
3491	1	0.004332
2330	4	0.218463
1637	5	1.025764
2037	4	0.248765
2894	13	1.077693
56	15	0.536805
2983	9	0.760223
4839	7	0.281050
3054	3	0.052893
88	4	1.465860
1166	9	1.270285
4033	10	0.380486
687	5	0.831829
3649	7	1.069845
2528	4	1.027996
1090	2	0.478322
3871	5	1.458789
2698	7	0.956238
3523	18	1.452989
224	14	0.065433
125	16	0.451602
170	7	1.425593
3247	2	0.678597
1146	13	1.498426
243	3	0.984274
2920	17	0.565035
3726	15	0.948206
411	17	0.175749
2347	5	0.261837
1905	18	0.846845
910	12	1.436312
1283	2	0.936914
4235	0	1.498638
2251	15	1.435529
4328	18	0.306665
4102	3	0.881300
2372	15	0.339410
3538	1	0.397068
3470	3	1.044128
1817	5	0.122142
3850	10	1.471244
3696	14	0.924348
3225	18	0.385325
4659	5	0.109377
3968	1	0.910608
3622	1	0.619724
3809	11	0.979086
817	16	0.193743
72	17	0.111766
3842	18	0.442799
1219	14	0.581603
4142	4	0.535557
1339	10	1.081709
3932	14	0.949223
1203	9	0.156839
3570	1	0.291001
928	12	0.399917
4365	10	1.367887
3819	0	1.111270
100	1	0.275798
1565	15	0.837682
310	13	1.232691
971	9	0.354951
523	10	0.505455
2363	16	1.275092
292	3	1.380861
2707	8	0.620010
98	6	1.355969
4231	3	1.326673
1518	9	1.178789
2381	9	1.140449
4219	6	0.450242
82	0	0.403861
770	10	1.212584
3473	15	0.298295
566	7	1.040367
4533	18	0.996043
4838	0	0.658328
665	14	0.352430
4683	5	1.147415
1809	14	1.297290
417	2	1.387871
4017	14	1.325100
2494	2	0.107383
3422	2	0.893020
3919	9	1.119969
1014	18	0.021761
436	8	0.726659
2277	3	0.340198
820	19	1.405828
169	13	1.028198
2663	5	0.495460
2510	12	1.462225
4872	2	0.648003
1175	19	1.220343
698	2	1.038205
3051	4	0.038213
4591	3	0.377147
2049	5	1.215089
2226	4	0.498029
3712	10	0.589361
162	8	0.846576
3893	7	1.076616
3152	1	0.524573
4733	17	0.194824
3449	4	0.314845
834	11	0.244500
4736	0	0.705692
2164	6	1.349354
2381	17	0.300058
125	14	1.274184
1945	3	1.036054
4340	10	0.221347
3149	0	1.239879
236	8	0.310693
4412	19	1.241289
4934	14	0.651562
4406	6	1.327186
3961	6	1.420438
2748	14	0.434039
4396	11	0.487042
1231	1	0.245566
3742	10	0.264179
1150	3	0.063618
2857	19	0.913672
747	15	1.188575
1417	19	1.112288
205	8	0.746811
1307	10	0.450518
1821	0	0.582906
219	11	1.270306
