  4644	     3	0.395714
 38599	     0	0.140442
  3303	    15	0.186413
  7901	    12	1.885067
  7302	    10	0.326347
 37949	    15	0.772970
 12902	    15	0.668455
 27600	     6	1.789465
 79791	    18	0.993775
 68092	    12	1.657388
 57557	     1	2.498523
 25556	     1	1.284943
 48466	    16	1.106741
 54984	    11	1.437369
 39197	     8	1.444988
 13651	    16	1.238342
 28238	     1	0.520394
 72583	    10	1.821669
 43552	    11	0.526433
 40523	     1	0.230496
 49187	    18	0.118375
  3131	    16	0.462817
 16032	    12	1.641536
 10242	     0	1.857639
 13345	     1	0.094732
 13720	     2	0.369956
  4498	    15	1.031492
   541	     5	1.599889
 17022	    10	1.316759
 96129	    11	0.947150
 22054	    10	0.748823
 12296	    16	1.691864
  1080	    17	1.429179
 13479	     9	1.364122
 33249	     3	0.094886
  2401	     8	2.162199
 12744	    19	1.284456
  5674	    16	0.960464
  4738	     6	1.745688
 41248	    11	1.403104
 12254	     1	0.264103
 88772	     1	1.566343
 16919	     2	0.444286
 14405	     5	0.321333
  2401	    17	1.984334
 29892	    18	0.173361
 27255	    19	1.355803
 29517	     6	1.784480
 98190	    15	2.786726
  4677	     2	0.944301
 11379	     4	0.935770
 74628	     3	2.178513
  2975	     8	0.356849
 28133	     1	0.802274
  9419	    15	0.637465
 58667	    14	0.557818
 13000	    13	1.370089
  1661	     7	1.770966
 11995	     0	1.482157
 18804	     1	1.833826
 33272	     9	1.502890
 11597	     4	0.536533
 10702	     1	1.703616
 39446	    13	0.123698
 45839	    15	1.231590
  7891	    11	1.594889
  7840	    14	1.048292
 53753	     9	0.950184
 69825	    18	2.081231
 19307	     3	1.953852
 10730	    14	1.900372
 97123	    12	2.830341
 22034	    17	1.426191
 19506	     4	0.926623
 37561	     7	1.679984
   537	    14	1.646813
 32803	    14	0.703149
  2431	    19	1.114597
 40708	    19	1.936890
  5005	    17	1.126674
 72214	    16	0.992980
 56113	     4	1.766960
  7515	     9	0.802326
  7301	    11	1.549975
 43454	     2	0.652997
 35220	    15	1.237776
 18636	     7	0.518497
 47518	    13	1.737820
 83591	    22	2.292395
  6423	    10	1.533438
  5566	    16	0.447137
  6631	    19	1.689795
 52526	     0	1.666804
  5708	     6	0.127712
 25626	     6	0.428076
   314	    11	0.117555
 40856	    10	1.789564
   424	     5	2.169699
 12378	     6	1.954322
 54585	    14	1.214625
  9609	    14	0.090550
 32533	    17	0.631219
  8782	    13	1.269686
  9229	    16	1.359853
 13771	    13	1.285241
 56036	     1	1.429102
  7638	     3	1.360666
 13023	     2	1.461653
  2100	     9	1.775362
  8632	     1	1.003112
  6745	     9	0.312306
  6591	     8	0.873310
  2030	     7	2.779975
  5296	     9	0.277655
 36079	    21	2.562394
 50024	     9	1.240385
 12982	    14	0.332180
 25329	    17	0.929169
 42741	     3	1.892731
 45182	    21	1.780610
 75763	     6	2.152339
  6649	    13	0.068931
 34347	    14	0.590249
  4398	    15	0.309433
 36458	    19	1.066047
  3889	     4	0.387114
 10710	     3	1.813863
 29793	     1	0.941715
 37998	    24	2.276114
 84176	    11	1.125790
 76192	    13	2.040876
 54545	     9	0.177180
 32807	    10	1.468805
  1896	    12	0.439626
  3814	    10	0.704670
  4249	    13	1.619753
 70970	    15	1.861506
 51982	     1	1.210941
   858	     2	0.782001
 47059	     3	1.669076
 56552	     0	1.815602
 64138	     0	2.834935
  3216	    18	1.450501
 25418	    16	1.540700
  5604	    10	0.688253
 10631	     6	1.301265
 33754	     3	0.692398
 36655	    17	0.579833
   362	     7	1.253717
 56761	     5	0.278082
 97900	    13	1.390516
 43104	    12	0.099742
 25500	    16	1.182756
 95176	    22	1.651247
 25020	    16	1.937136
 48705	    11	0.447056
  2301	    18	1.806665
 57000	    16	2.592343
 15038	     7	0.105044
 58007	    16	0.708815
   241	     0	1.589758
 42870	     3	0.709408
  8446	     6	0.631112
 39935	    19	0.843672
  9825	     9	0.032048
  5281	    18	1.140966
 26549	     0	1.289727
 18832	     1	0.497008
  1935	     1	0.696518
 45525	    13	0.856671
 33532	    15	1.675675
 18999	     3	1.043016
 32280	     5	0.273667
  5307	     3	1.968498
 32359	    17	0.534137
 14591	    19	0.846434
  1082	    16	1.245536
 30216	    11	1.197105
 20818	    10	1.806744
 12563	     1	0.177537
 10528	     8	0.003639
 26204	    14	0.471117
  8479	    19	1.761569
 87506	    18	2.877004
 38809	     4	2.815989
  9506	    10	1.966576
 14529	    11	1.498716
 93522	     7	1.611154
 31498	     2	0.956796
 62052	    11	1.360360
  2959	    10	1.034446
 46563	    11	0.103875
  5098	    10	1.812871
  4082	     4	1.184717
 29612	    13	0.234350
  6720	     6	1.582499
 42426	     7	0.336160
 12059	     9	0.814775
 50508	    12	1.735244
 46032	    11	1.517581
  4689	    10	0.634267
 28468	     2	0.675212
  2235	    19	1.809640
 49008	    11	1.908050
 16028	    16	1.781548
 13059	     5	0.700182
  3951	    19	1.123661
 13579	    19	1.417831
  7271	    17	0.474963
  3205	     6	1.762338
 29889	    15	0.043475
 38987	     0	1.117774
  3502	     8	1.695839
  8843	    19	0.868939
 48316	    24	2.354367
  2669	    15	1.345061
 28799	    12	0.566319
 58040	     0	0.460414
 12465	     9	1.037292
 47166	    15	0.581888
  2544	    16	1.169926
 51573	    18	1.341826
 11164	     4	1.054475
 48260	    12	0.134619
 26231	     5	0.793644
 36922	    19	0.895953
 29175	    11	0.748430
 13838	     8	0.365554
  2751	    15	1.758877
 32677	    19	1.759448
 15048	     5	1.371012
 86505	    19	1.700194
 54703	     5	2.733894
 86798	    12	2.205010
 11226	    11	1.115928
 36186	     2	1.320085
 85979	     5	2.517996
 37732	     8	0.701062
  8833	    18	0.004429
  7989	    18	0.780089
 34334	     9	1.336343
 55993	    12	0.377054
 14231	    14	1.401949
 46795	    17	0.988711
  2141	    14	0.375813
  5923	    16	1.437994
 52184	    14	1.259630
 56685	    17	1.038198
  9663	     6	1.755818
  7531	    19	1.215150
  2388	     3	0.716200
 12055	     4	1.335847
 54044	    10	0.972345
  6860	    12	1.504814
 46380	     6	0.908000
 47336	    13	0.174691
 12833	    18	1.399298
  4291	    14	0.388651
 33371	     1	1.833983
 31219	    18	1.450393
 68711	     3	1.892726
  5364	     3	0.826971
 15383	    12	1.982947
  8242	    10	0.058542
 54884	    12	0.212267
 31839	    16	1.337717
 22992	     1	1.130816
  6949	    10	1.547173
  6338	    11	1.426705
 39266	     5	1.786896
 13946	     2	1.203762
 15690	    19	1.412431
  3708	     3	1.628794
 24215	    16	1.629273
 57565	    19	0.905059
 16213	     6	1.383595
 38426	     2	1.928294
 95967	    11	2.512690
 14052	     7	0.067876
 62071	    16	1.669740
 40282	    19	1.252637
 44637	    17	1.693826
 39987	     4	1.688136
 37561	    10	1.808544
 11206	    18	1.507388
 55799	    12	0.160874
 17355	    15	1.373496
  3737	    18	1.383316
 26751	    13	0.069371
  6298	     4	0.137288
 86874	     3	1.074151
 97789	    14	1.822761
